id	Figure	segment 1	segement 2	segment 3	segment 4	segment 5	segment 6	segment 7	segment 8	Duration 1	Duration 2	Duration 3	Duration 4	Duration 5	Duration 6	Duration 7	Duration 8	Trigger 1	Trigger 2	Trigger 3	Trigger 4	Trigger 5	Trigger 6	Trigger 7	Trigger 8
11	test.png	Koen rijdt met de auto door de binnenstad. Het is druk op de weg en er komt een onoverzichtelijke kruising aan. Fietsers en auto's moeten hier de trambaan over vanwege werkzaamheden. Een oudere man op de fiets wankelt onzeker de trambaan op. Het is duidelijk dat de man in de war is en niet goed weet wat hij moet doen. De man komt bijna volledig tot stilstand recht voor Koen zijn auto.	Koen stapt uit om de man veilig naar de overkant te loodsen, terwijl hij de toeterende auto's tot stilte maant.	Drie straten verder slaat Koen rechstaf richting zijn appartement. Hij parkeert een straat verderop waar bijna altijd wel plaats is. Koen zet de motor af en graait zijn tas van de achterbank. Nadat Koen de auto op slot heeft gedaan zwaait hij zijn tas over zijn schouder. Bij de entree van zijn gebouw ziet hij vanuit zijn ooghoek iemand aan komen lopen.	Koen	is 	uitzinnnig	wanneer de jongen op hem afloopt	en zijn sleutels gevonden blijkt te hebben	18000	5000	15000	500	250	500	2000	2000	11	16	17	18	19	20	21	22
12	test.png	Bram is op stap met een groepje vrienden. Ze kennen elkaar nog van hun studietijd en spreken af en toe af. Bram heeft al een aantal biertjes op en de rest heeft hem ook aardig zitten. Op een gegeven moment besluiten ze naar de volgende kroeg te gaan. Voor de ingang van de kroeg staat een groepje kerels te roken. Een van Bram zijn vrienden loopt op ze af en begint ruzie te zoeken.	Bram blijft kalm en springt er tussen, hij dwingt zijn vriend excuus te maken voordat de boel kan escaleren.	Daarna is de avond snel afgelopen en gaat Bram naar zijn fiets. Zijn fiets staat helemaal aan de andere kant van het centrum. Het is ondertussen drie uur geweest en hij wil niets liever dan slapen. Het schiet Bram ineens te binnen dat hij zijn fiets helemaal niet op slot heeft gezet. Hij graaft in zijn zakken en kan de sleutel nergens vinden.	Bram	is 	gelukkig	als hij aankomt waar hij zijn fiets had staan	en ziet dat deze er gewoon nog staat	18000	5000	15000	500	250	500	2000	2000	12	16	17	18	19	20	21	22
13	test.png	Nina staat 's ochtends vroeg op en komt gelijk in actie. Ze gaat vandaag weer naar huis en ze wil nog winkelen voor ze vliegt. Ze heeft in het huis van vrienden van vrienden gezeten. Ze kent ze verder niet, maar ze hebben haar gratis laten logeren. Nina komt de keuken binnen en trekt de koelkast open. Het lampje springt niet aan en Nina komt er achter dat er een stop is gesprongen.	Nina besluit dat winkelen minder belangrijk is en laat een electriciraartekenn komen die ze vervolgens zelf betaalt.	Later die dag rent Nina beladen met al haar bagage naar de trein. Ze springt net op tijd in de trein richting het vliegveld. De trein vertrekt op tijd maar tien minuten later staan ze ineens stil tussen de weilanden. Nina begint zich zorgen te maken dat ze te laat gaat komen. Een uur later dan gepland komt de trein eindelijk aan op schiphol.	Nina	is 	opgelucht	als ze aankomt op het vliegveld en	blijkt dat haar vlucht ook vertraagd is	18000	5000	15000	500	250	500	2000	2000	13	16	17	18	19	20	21	22
14	test.png	Inge zit 's middags in de trein op weg naar Groningen. Het is ontzettend rustig in de trein sinds Zwolle. Er zitten naast Inge maar vier mensen in de hele coupraarteken. Er zit een man in de vierzits aan de overzijde van het gangpad een boek te lezen. Wanneer de trein weer stopt staat de man op om uit te stappen. Ineens ziet Inge dat de man een tas onder de bank heeft laten staan.	Inge springt gauw overeind en weet de man nog net voordat de deuren sluiten zijn tas te overhandigen.	Eenmaal in Groningen aangekomen pakt Inge de bus richting Oranjewijk. Ze logeert bij een vriendin en ze gaan naar een concert in de Oosterpoort vandaag. De bus doet er iets langer over dan normaal, maar Inge heeft geen haast. Ze stapt uit en loopt de laatste vijf minuten naar haar huis. Vlak voor ze aanbelt, gaat haar telefoon en ze neemt op.	Inge	voelt	vreugde	wanneer ze te horen krijgt 	dat haar bod op een huis is geaccepteerd	18000	5000	15000	500	250	500	2000	2000	14	16	17	18	19	20	21	22
15	test.png	Kevin loopt 's avonds naar het huis van zijn ouders. Hij is bij een vriend geweest die hij niet heeft gezien sinds hij is verhuisd. Het is schemerig en het is een eind lopen, maar dat vindt Kevin niet erg. Het is fijn om weer door bekende straten te slenteren. Verderop ziet Kevin een gedaante op vier poten uit de bosjes komen. Het is een gewonde hond die zacht jankt en naar hem toe loopt.	Kevin belt gauw de dierenambulance en aait het beestje en stelt hem gerust terwijl hij op de ambulance wacht.	Eenmaal thuis na het incident met de hond gaat Kevin direct naar bed. De volgende dag staat hij vroeg op om nog wat mensen op te zoeken. Hij leent de auto van zijn ouders omdat sommige buiten de stad wonen. Halverwege, midden tussen de weilanden, houdt de motor er mee op. Na 20 minuten wachten langs de weg komt er eindelijk een andere auto aan.	Kevin	is 	uitgelaten	wanneer de ander autombilist	stopt en zijn auto kan repareren	18000	5000	15000	500	250	500	2000	2000	15	16	17	18	19	20	21	22
16	test.png	Laura komt pas om een uur of acht uit een vergadering. Ze is moe, maar tevreden over de uitkomst. Ze besluit naar huis te lopen omdat het een mooie zomeravond is. Eenmaal uit de drukte van het centrum is het heerlijk rustig op straat. Een paar straten van haar huis ziet Laura de portier van een auto op een kier staan. Ze kijkt rond of er iemand in de buurt is, maar er is niemand.	Laura denkt na en besluit dat ze het beste gewoon de portier kan sluiten zodat niemand de auto leeg kan halen.	De volgende ochtend staat Laura vroeg op en gaat naar haar werk. Ze is nieuwsgierig naar de uitkomst van een subsidieaanvraag die ze heeft ingediend. Bij de vergadering van gisteren heeft ze geprobeerd de laatste twijfelaars over te halen. Het leek erop dat de aanvraag ingewilligd ging worden. Laura probeert gewoon te werken terwijl ze op nieuws wacht.	Laura	is 	trots	wanneer blijkt dat haar aanvraag	is goedgekeurd en haar project kan starten	18000	5000	15000	500	250	500	2000	2000	16	16	17	18	19	20	21	22
17	test.png	Niels is 's ochtends vroeg als eerste op kantoor. Het is verder muisstil op de afdeling. Na een half uurtje heeft Niels al flink wat werk verzet, dit is zijn favoriete deel van de dag. Hij legt de laatste hand aan een document en streept hem van zijn lijstje. Vervolgens gaat hij koffie halen en komt de eerste collega tegen. Niels kent haar vaag en weet toevallig dat ze sinds kort op dieet is.	Niels zegt goedemorgen en merkt op dat het dieet niet lijkt te helpen, misschien minder suiker in de koffieraarteken	Niels werkt rustig door tot de lunch en daarna heeft hij een vergadering. Zijn team presenteert vandaag de resultaten van een project. Het project is een enorm succes geworden voor het bedrijf. Niels presenteert vandaag zelf niet, maar hij weet dat hij een integraal onderdeel van dit succes is. De belangrijkste ideeraartekenn voor het nieuwe programma kwamen van hem.	Niels	voelt 	blijdschap	wanneer zijn manager in de meeting	hem prijst voor zijn originaliteit en inzet	18000	5000	15000	500	250	500	2000	2000	17	16	17	18	19	20	21	22
18	test.png	Sanne zit naar een voorstelling onder regie van een vriend te kijken. Het stuk is ongeveer halverwege en Sanne is al volledig uitgecheckt. De acteurs zijn niet bijster goed en het decor is amateuristisch. Ook het verhaal zelf kan niet echt boeien. Sanne heeft sterk de neiging om halverwege naar huis te gaan. Maar ze blijft toch tot de receptie en komt daar haar vriend, de regisseur, tegen.	Sanne schudt hem de hand en steekt vervolgens van wal en vertelt keihard hoe slecht ze het stuk vond.	Na de receptie loopt Sanne richting het dichtstbijzijnde grote plein. De trams rijden al niet meer en het begint steeds harder te regenen. Eenmaal bij het plein aangekomen wil ze een taxi aanhouden. Er zijn echter weinig taxi's en veel mensen die een taxi willen vanwege de regen. Eindelijk weet ze een taxi aan e houden en deze stopt vlakbij haar.	Sanne	is 	opgetogen	wanneer de taxi vlak voor haar stopt	en ze in kan stappen voor ze doorweekt is	18000	5000	15000	500	250	500	2000	2000	18	16	17	18	19	20	21	22
19	test.png	Jordy loopt over het strand terug naar zijn handdoek. Onderweg komt hij langs een kraampje dat friet en dergelijke verkoopt. Het is er niet druk, het is berhaupt niet druk vandaag. Ondanks dat het een mooie dag is, is er maar een tiental mensen. Jordy loopt voorbij een meisje met een mitella dat probeert een flesje cola te openen.Het wil niet echt lukken met raartekenraartekenn hand en ze kijkt gefrustreerd	Jordy blijft staan en lacht haar vierkant uit om haar gestuntel en loopt dan nog steeds geamuseerd door.	Jordy gaat nog een stukje zwemmen in de aanzienlijke golfslag. Daarna gaat hij liggen drogen in de zon en leest zijn boek. Hij gaat helemaal op in het verhaal en de tijd verstrijkt. Op een gegeven moment bedenkt hij zich dat de laatste bus vrij vroeg gaat op zondag. Hij checkt hoe laat het is en bedenkt zich dat hij zal moeten opschieten om de bus te halen.	Jordy	is 	blij	als de buschauffeur hem ziet	en vriendelijk even wacht zodat hij mee kan	18000	5000	15000	500	250	500	2000	2000	19	16	17	18	19	20	21	22
20	test.png	Maria loopt met een ingepakt cadeau over straat. Ze is onderweg naar een kraamvisite bij een collega. Maria heeft niks met baby's en gelukkig heeft iemand anders het cadeau uitgezocht. Maria belt aan en het duurt even voordat de deur opengaat. De kamer zit vol met familie en vrienden die ze niet kent. De baby wordt uiteraard meteen getoond en Maria vindt het maar een lelijke baby.	Maria zegt desgevraagd dat het een mormel is en dat ze sowieso niet snapt wat er mooi is aan baby's.	Wanneer Maria bij de kraamvisite vandaan komt loopt ze het centrum in. Ze heeft honger en gaat op zoek naar iets warms voor de lunch. Ze schiet een draartekenner tent binnen en bestelt een broodje draartekenner. Ze gaat zitten en valt meteen aan wanneer het broodje klaar is. Bij de eerste hap valt er gelijk een enorme klodder saus uit de zijkant van het broodje.	Maria	is 	opgelucht	als de klodder gemorste saus	op tafel valt en niet op haar nieuwe blouse	18000	5000	15000	500	250	500	2000	2000	20	16	17	18	19	20	21	22
21	test.png	Ruben zit op de bank met zijn laptop op schoot wanneer de bel gaat. Hij zet de laptop op de bank naast zich en staat op. Het is een pakketje voor iemand anders in het gebouw. Ruben neemt het aan en ziet op de pakbon staan dat het een geluidsinstallatie is. Ruben gaat weer verder met waar hij mee bezig was. Later die dag gaat de deurbel en het is de buurvrouw die haar pakketje komt halen.	Ruben doet net of hij geen pakje heeft en houdt stug vol tot ze weg gaat, de stereo zet hij in zijn slaapkamer.	De volgende dag is Ruben onderweg naar huis van de supermarkt. Hij heeft twee volle en zware tassen boodschappen. Bij de stoplichten zet hij de tassen naast zich neer en wacht op groen. Wanneer het groen wordt pakt hij de tassen op en haast zich naar de overkant. Bijna aan de overkant struikelt Ruben over de stoeprand en valt tegen de man voor hem aan.	Ruben	wordt	vrolijk	wanneer de man voor hem	hem vriendelijk helpt overeind te blijven	18000	5000	15000	500	250	500	2000	2000	21	16	17	18	19	20	21	22
22	test.png	Anouk zit alvast in de vergaderruimte waar ze straks overleg heeft. Ze neemt de documenten die ze heeft voorbereid nog eens door. In de excel sheets van de begroting spot ze ineens een grove fout. Deze fout betekent dat het project veel meer gaat kosten dan ze had gezegd. Anouk heeft weinig zin om dit op te moeten biechten. Voordat ze echt na heeft kunnen denken komen haar bazen binnen.	Anouk besluit de schuld te geven aan een medewerker onder haar die waarschijnlijk toch ontslagen gaat worden.	De vergadering verloopt verder prima en Anouk gaat door met haar dag. Tegen een uur of acht is ze thuis en haalt de post op. Eenmaal binnen ziet ze een brief van het elektriciteitsbedrijf. Het is de jaarafrekening en dat was vorig jaar een dure grap. Anouk heeft toen het voorschot bij laten stellen en hopelijk hoeft ze nu niet bij te betalen.	Anouk	is 	opgetogen	als uit de brief blijkt dat ze	dit jaar zelf een fiks bedrag terugkrijgt	18000	5000	15000	500	250	500	2000	2000	22	16	17	18	19	20	21	22
23	test.png	Jesse komt 's middags rond half vier aanrijden bij de school. Hij parkeert in de rij wachtende ouders. Er zijn nog geen kinderen op het plein en hij wacht rustig. Hij is zo verzonken in gedachten dat hij niet merkt dat de kinderen naar buiten komen. Hij is dan ook verrast wanneer zijn dochtertje plots achterin klimt. Ze heeft een tekening gemaakt die ze vol trots laat zien en aan hem wil geven.	Jesse wijst haar erop dat ze nog steeds slordig en buiten de lijntjes kleurt en dat ze beter haar best moet doen.	Later die avond als zijn dochtertje al op bed ligt kijkt Jesse voetbal. Hij heeft geld gezet op de uitkomst van deze wedstrijd. Het was een flink bedrag en hij wil graag winnen, want hij kon het geld eigenlijk niet missen. Vlak voor tijd staat het 1-1 en hij heeft geld gezet op 2-1 winst. Hij kijkt gespannen toe hoe zijn team een laatste aanval inzet.	Jesse	is 	uitgelaten	wanneer vlak voor het einde	zijn team scoort en hij dus 300 euro wint	18000	5000	15000	500	250	500	2000	2000	23	16	17	18	19	20	21	22
24	test.png	Kelly loopt door het park op weg naar een feestje. Het schemert al, maar het is nog redelijk licht. Het is een warme dag geweest en er liggen nog mensen op handdoeken op het gras. Kelly pakt haar telefoon om op te zoeken waar ze precies moet zijn. Dan ziet ze vanuit haar ooghoek een portemonnee liggen. Er is niemand te bekennen en Kelly pakt de portemonnee op die vol geld blijkt te zitten.	Kelly haalt alle cash eruit, 100 euro, en gooit de portemonnee weer terug op de grond, dat is mooi meegenomen.	Kelly vervolgt haar weg naar het feestje en gaat daarna nog even de kroeg in. De volgende ochtend komt ze redelijk op tijd uit bed. Gelukkig heeft ze geen kater want ze moet nog voor haar studie aan de slag vandaag. Ze zet de laptop aan en gaat dan eerst koffie maken. Als ze terug komt opent ze haar mail en ziet een mailtje van de studieadviseur.	Kelly	is 	dolblij	als ze in de email leest dat ze	een herkansing mag doen en kan afstuderen	18000	5000	15000	500	250	500	2000	2000	24	16	17	18	19	20	21	22
25	test.png	Danny is aan het werk in de werkplaats van zijn fietsenzaak. Hij is bezig een achterwiel te vervangen. Het is halverwege de ochtend en nog lekker rustig. Wanneer de bel gaat, maakt Danny snel af wat hij aan het doen was. Hij veegt zijn handen schoon en loopt dan snel naar voren. Er staat een vrouw met een hoofddoek te wachten en het blijkt al gauw dat haar Nederlands niet heel goed is.	Danny schudt meewarig het hoofd, negeert de vrouw straal en gaat weer verder in de werkplaats, domme allochtonen.	Later die dag, na de lunch, worden er onderdelen geleverd. Danny tekent voor ontvangst en begint de pakketjes te sorteren. Er is raartekenraartekenn bepaald onderdeel waar hij al een hele tijd op zit te wachten. Het is een heel speciaal onderdeel voor een luxe mountainbike. Het onderdeel is al twee keer verkeerd geleverd en de klant begint ongeduldig te worden.	Danny	voelt	opluchting	dat het binnengekomen onderdeel 	nu wel het goede blijkt te zijn, eindelijk!	18000	5000	15000	500	250	500	2000	2000	25	16	17	18	19	20	21	22
26	test.png	Tessa loopt na de film naar de tramhalte twee straten verderop. Onderweg komt ze langs de Febo en ze beseft ineens dat ze honger heeft. Ze trekt een kroket uit de muur en loopt verder. Aan het einde van de straat slaat ze rechtsaf naar het plein. Ze steekt het plein schuin over naar de halte. Op het plein passeert ze twee mannen die hand in hand lopen en heel gelukkig lijken.	Tessa gooit achteloos het laatste stukje kroket naar het stel, raakt de ene vol en roept 'vieze homo's'.	Een korte tramrit later is Tessa bijna thuis. Ze neemt de lift naar haar appartement op de vijfde etage. In de lift ziet ze dat raartekenraartekenn van haar veters los is en ze bukt om die te strikken. Als ze de lift uitkomt en de galerij op loopt ziet ze haar voordeur open staan. Ze herinnert zich in een flits dat ze de deur zelf niet goed dicht heeft gedaan.	Tessa	is 	uitgelaten	als ze naar binnen rent en ziet dat	er niks weg is, wat een geluk!	18000	5000	15000	500	250	500	2000	2000	26	16	17	18	19	20	21	22
27	test.png	Thijs stapt snel op de fiets om nog iets te halen in de stad. Hij fietst de straat uit en richting centrum. Hij zet zijn fiets op slot tegen een paal bij het gemeentehuis. Hij hoeft maar raartekenraartekenn ding te halen en neemt verder niet de tijd om rond te kijken. Hij slalomt door de mensenmassa heen en schiet lekker op. Ineens staat hij vlak voor een gehandicapte jonge vrouw met een rollator.	Thijs duwt haar zowat omver wanneer hij zich langs haar wurmt, 'aan de kant, lelijke mongool' bijt hij haar toe.	Thijs vervolgt zijn weg naar de winkel en koopt snel wat hij nodig heeft. Daarna baant hij zich zo snel mogelijk een weg terug door de binnenstad. Halverwege voelt hij ineens een zachte aanraking. Hij voelt in zijn zak, merkt dat zijn portemonnee weg is en ziet ineens iemand snel weglopen. Thijs schreeuwt dat hij bestolen is en de dief zet het op een hollen.	Thijs	is 	blij	als hij ziet hoe de omstanders	de dief grijpen voordat deze weg kan komen	18000	5000	15000	500	250	500	2000	2000	27	16	17	18	19	20	21	22
28	test.png	Sarah heeft de nachtdienst op de verpleegafdeling. Het is tijd om een ronde te lopen en haar collega en zij doen elk de helft. Sarah controleert alle infusen en kijkt of iedereen goed slaapt. Ze gaat stilletjes van kamer tot kamer. Op raartekenraartekenn van de laatste kamers ziet ze een portemonnee liggen. Hij is van de oudere man die vanmiddag zijn kleinkinderen met hun rapporten op bezoek had.	Sarah kijkt snel om zich heen, haalt er 50 euro uit en vervolgt haar ronde, de man heeft toch niet lang meer.	Aan het einde van haar dienst gaat Sarah gauw richting huis. Eenmaal thuis zet ze een kop thee en zet haar laptop aan. Met de laptop in raartekenraartekenn hand en de thee in de andere loopt ze richting de woonkamer. Ze ziet door het voorraam dat de zon ondertussen op is gekomen. Dan struikelt ze ineens over de drempel en laat de laptop vallen en morst thee.	Sarah	constateert	opgelucht	dat de laptop als ze hem weer aanzet	het weer gewoon blijkt te doen, gelukkig!	18000	5000	15000	500	250	500	2000	2000	28	16	17	18	19	20	21	22
